procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 477648 7081260   6936 53969476    0    0 266356    48 7692 7078  5  1 93  0  0  0
 1  0 477648 6838676   6936 54208912    0    0 239708     0 5626 5192  5  2 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 477648 6579976   6936 54465952    0    0 257024     0 7548 6814  5  1 93  0  0  0
 2  0 477648 6398864   6936 54643864    0    0 177832     0 5020 4567  5  2 94  0  0  0
 1  0 477648 6397856   6936 54643864   24    0   284     0 4749 4571  5  1 93  0  0  0
 1  0 477648 6394420   6948 54644292    0    0    56   136 3708 3520  5  1 94  0  0  0
 3  0 477648 6262412   6948 54770132    0    0 126092     0 6007 4426  4  3 92  0  0  0
 2  1 477640 6073776   6948 54959136   56    0 188412     0 8268 6402  5  2 91  1  0  0
 2  0 477640 5941464   6948 55091396    8    0 132472     0 6754 6247  5  2 91  2  0  0
 2  0 477640 5769068   6948 55263372    0    0 171544     0 6313 4721  5  2 92  1  0  0
 4  0 477640 5591236   6956 55437656    0    0 174200    56 6435 4671  5  2 92  1  0  0
 2  0 477640 5420908   6956 55608256    0    0 170456     0 6087 4813  5  2 92  1  0  0
 1  1 477640 5227264   6956 55801832    0    0 193392     0 6865 5687  5  2 92  1  0  0
 2  0 477640 5065416   6956 55962932    0    0 160956     0 6129 5300  5  2 92  1  0  0
 1  0 477640 4925264   6956 56103256    0    0 140204     0 6074 5127  5  2 92  1  0  0
 1  1 477640 4725132   6964 56302272    0    0 198860    48 6859 5227  5  2 92  1  0  0
 1  0 477640 4545272   6964 56482584    0    0 180572     0 6522 5789  5  2 92  1  0  0
 1  0 477640 4420768   6964 56607624    0    0 124532     0 6296 4998  5  2 93  0  0  0
 2  0 477640 4239632   6964 56790036    0    0 182268     0 7063 5491  5  2 92  1  0  0
 2  0 477640 4061988   6964 56967128    0    0 177240     0 7235 5811  5  2 92  1  0  0
 2  0 477640 4012140   6972 57016080   72    0 48868    48 4788 4110  5  2 93  0  0  0
 2  0 477640 3956028   6972 57072128    0    0 55824     0 5259 4481  5  2 93  0  0  0
 2  0 477632 3826336   6972 57217412   12    0 145616     0 5890 5551  5  2 93  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 477628 3774076   6972 57271176    4    0 53980     0 5118 4731  5  2 93  1  0  0
 1  0 477596 3737904   6972 57306064  308    0 34884     0 5438 5160  5  2 93  0  0  0
 2  0 477596 3634008   6984 57409644    0    0 103552    84 6237 5303  5  2 92  1  0  0
 1  1 477584 3597596   6984 57446112   12    0 35988     0 5028 4508  5  2 93  0  0  0
 2  0 477584 3532592   6984 57511328    4    0 65256     0 5367 4651  5  2 93  0  0  0
 2  0 477584 3525068   6984 57518752    0    0  7436     0 3132 2088  5  2 92  0  0  0
 2  0 646076 3658692   6772 57564288   28 169280 46904 169280 6920 5588  5  6 89  0  0  0
 3  0 647160 3591312   6668 57639876  192 3480 129480  3572 9209 6155  5  7 88  0  0  0
 2  0 648196 3607556   6496 57629488  112 2604 63636  2604 8993 7003  5  6 88  0  0  0
 3  0 648524 3634740   6528 57726812   28  324 98072   324 10362 11046  5  5 89  1  0  0
 2  0 648504 3553436   6532 57801560   24    0 74608     0 5881 4992  5  2 93  0  0  0
 2  0 648484 3427432   6532 57924368   52    0 122784     0 6386 4914  5  2 93  0  0  0
 1  0 648460 3327168   6540 58022868   32    0 98608    56 5783 4747  5  2 93  1  0  0
 1  0 648460 3294524   6552 58054828   48    0 31200    36 5384 4767  5  2 93  0  0  0
 1  0 648424 3249920   6552 58098952   76    0 43872     0 5311 4688  5  1 93  0  0  0
 1  0 648412 3176688   6552 58169016   48    0 70060     0 5465 4480  5  2 93  0  0  0
 1  0 648396 3168024   6552 58175948   20    0  6952     0 4929 4535  5  1 93  0  0  0
 2  0 648392 3101716   6432 58247708   44 3740 76740  3796 5991 4859  5  2 92  1  0  0
 3  0 648416 3336156   6388 58013952    4  644 173208   644 23632 35057  5  7 88  0  0  0
 2  0 648424 3530388   6332 57822268    4    8 145796    44 22096 33045  5  7 88  0  0  0
 2  1 648736 3916436   6240 57436956   32 1284 144108  1284 16492 22346  2  7 90  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 648736 4073880   6240 57279256   36   16 113604    16 10456 12508  5  4 91  0  0  0
 3  0 648696 3948736   6248 57402148   56    0 122856    48 5551 4511  5  2 93  1  0  0
 2  0 648676 3739452   7180 57609680   72    0 208532     0 6926 4757  5  2 92  1  0  0
 2  0 648672 3532004   7180 57816540   20    0 206880     0 9048 4471  5  2 92  1  0  0
 0  1 648656 3368848   7180 57978852   12    0 162312     0 5911 4134  5  2 93  1  0  0
 3  0 648640 3293692   7180 58052984   20    0 74160     0 4518 3922  5  2 93  0  0  0
 1  0 648640 3223992   7188 58122628    0    0 69652    76 4790 3870  5  2 93  0  0  0
 2  0 649116 3035112   7188 58311556    0  948 199256   948 7403 4515  5  3 91  0  0  0
 3  0 649708 2693196   7188 58657652   20 1224 347240  1224 10006 5894  3  7 88  1  0  0
 3  0 701672 2589272   7188 58835572    0 51180 195420 51180 10947 7136  5  8 87  0  0  0
 2  1 701724 3382100   7188 58041616    0  220 47276   220 6677 4056  5  8 87  0  0  0
 3  0 702496 3199240   6336 58224620   12 2332 191712  2332 9304 5985  5  6 88  0  0  0
 3  0 702496 3026508   9176 58392080   16    0 271724    48 9908 6552  5  7 87  0  0  0
 3  0 702784 3070768   9184 58353292    0 1540   704  1540 6719 5898  5  6 88  0  0  0
 3  0 703584 3079980   9636 58345228   20 1456   836  1512 9629 7370  5  6 88  0  0  0
 2  0 703852 3523232   9656 57900828  124 1036 161000  1036 18038 24464  5  7 88  0  0  0
 1  0 704216 3752344   9656 57673456   12  664 146040   664 14229 17922  5  6 89  0  0  0
 2  0 704216 3501820   9664 57918028   20    0 244064    56 8221 6201  5  2 92  1  0  0
 1  0 704216 3198564   9664 58219480    0    0 301688     0 7411 5784  3  2 93  2  0  0
 3  0 704480 3249384   9664 58173592   24  316 242956   316 8494 6249  5  5 90  0  0  0
 3  0 704700 3499228   9664 57922532  120  392 306328   392 10373 7997  5  7 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 705332 3558044   9652 57866208   28 1408 270012  1408 8846 6329  5  5 90  1  0  0
 2  0 705332 3323792   9660 58097112   24    0 230760    84 7529 5259  5  2 93  0  0  0
 1  0 705332 3119696   9660 58300564   20    0 203760     0 8689 7467  5  2 92  1  0  0
 3  0 705572 3432284   9660 57993788    0 1444 258564  1444 9877 7105  5  7 88  0  0  0
 2  0 705540 3681116   9660 57745640   36    0 315476     0 11893 8644  5  7 88  0  0  0
 0  1 705548 3409548   9660 58016776    0  356 279548   356 7455 6909  5  2 93  0  0  0
 3  0 705544 3114564   9668 58310576    0    0 293268    56 6174 5637  5  2 93  0  0  0
 3  0 705640 3362380   9612 58065612    0  876 265008   876 9236 7925  5  6 88  0  0  0
 2  0 705928 3596704   9612 57834332   32 1884 257624  1884 9363 6736  5  6 89  0  0  0
 2  0 706268 3922000   9588 57511612   64 1348 264028  1348 9181 6256  2  8 89  0  0  0
 1  0 706248 3922256   9588 57511788   40    0   124     0 2177  617  0  5 94  0  0  0
 3  0 697184 3432496   9596 57391900 21676   92 22412   140 4265 3193  0  5 95  0  0  0
 6  0 698052 3447800   6252 57384336    0 4216     0  4216 1877  648  0  5 95  0  0  0
 1  0 698188 13655832   7640 44840680  632  644  3548   696 3515  844  0 10 89  0  0  0
 1  0 697184 13314096   9568 44859124 2452    0 17492     0 2961 2801  1  3 96  0  0  0
 2  0 697044 13158268  12716 44886748 13484    0 43288     0 9183 7302  3  6 90  1  0  0
 0  1 695204 12637580  14116 45082920 11380    0 205190   316 10953 10347  3  8 84  4  0  0
 2  0 694688 12600644  14116 45112280 1016    0 29560     0 12598 14069  2  1 95  2  0  0
 1  0 694676 12556976  14116 45142828   56    0 30320     0 9053 15436  3  0 95  2  0  0
 1  0 694672 12519336  14116 45171844    0    0 28812     0 9756 14886  2  0 95  3  0  0
 0  1 694652 12500328  14116 45190684   56    0 18924     0 11246 10026  2  0 95  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1 694636 12482284  14124 45202168    0    0 11000    88 7278 6052  3  0 95  2  0  0
 1  0 693988 12437220  14124 45234064 8104    0 39776     0 15202 15782  0  1 94  5  0  0
 0  1 693908 12422084  14124 45248724  240    0 14908     0 8785 7785  3  0 95  2  0  0
 1  0 693904 12398304  14376 45265676    0    0 16984     0 8693 8853  3  0 95  2  0  0
 0  1 693860 12374468  14376 45284408  120    0 18828     0 6356 9633  3  0 95  2  0  0
 1  0 693816 12349876  14384 45301656   24    0 17280    48 6073 9078  3  0 95  2  0  0
 1  0 693812 12321496  14384 45323708    4    0 21452     0 6938 11201  3  0 95  2  0  0
 1  0 693812 12294020  14384 45344688   24    0 20808     0 12173 10865  3  0 95  2  0  0
 1  0 693812 12269196  14384 45364236    8    0 19368     0 11411 10142  3  0 95  2  0  0
 2  0 693524 12235940  14388 45386560 5628    0 28996     0 12111 11574  1  1 94  4  0  0
 0  1 693516 12216988  14396 45403364   28    0 15900    48 7803 8480  3  1 95  2  0  0
 0  1 693516 12185160  14396 45420984   12    0 16992     0 6178 9043  3  0 95  1  0  0
 0  1 693516 12175356  14396 45428544    0    0  7480     0 4079 4167  3  0 95  1  0  0
 1  0 693516 12154960  14396 45443536    0    0 15308     0 8625 7994  0  1 95  4  0  0
 0  1 693512 12139124  14396 45456416    8    0 12932     0 5071 6998  3  0 95  1  0  0
 0  1 693508 12112980  14404 45475728   12    0 18832    48 6298 9955  3  0 95  1  0  0
 0  1 693508 12088424  14404 45495140    0    0 19324     0 6369 10110  4  0 95  1  0  0
 1  0 693508 12055664  14404 45511928    0    0 16612     0 5735 8763  4  0 95  1  0  0
 1  0 693504 12033584  14404 45528140    8    0 15896     0 5576 8443  4  0 95  1  0  0
 1  0 693480 12007120  14404 45544516   36    0 16308     0 5754 8704  4  0 95  1  0  0
 1  0 693364 11989064  14704 45561560 1204    0 18204   128 6000 9074  4  0 95  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 693364 11962116  14704 45577240    0    0 15916     0 5479 8377  4  0 95  1  0  0
 1  0 693364 11939276  14704 45592556    4    0 15376     0 5468 8141  4  0 95  1  0  0
 1  0 693364 11918988  14716 45608012    0    0 15028    44 5452 8070  4  0 95  1  0  0
 1  0 693360 11895268  14716 45623340   12    0 15004     0 5243 7998  4  0 95  1  0  0
 1  0 693348 11873324  14724 45639800   88    0 15575    96 5291 7668  4  1 94  1  0  0
 1  0 693292 11850876  14724 45655132    4    0 14956   184 5251 7891  4  0 95  1  0  0
 1  0 693292 11830456  14724 45670160    0    0 14824     0 5212 7921  4  0 95  1  0  0
 2  0 693292 11818932  14732 45684372    0    0 14248   160 5220 7582  4  0 95  1  0  0
 1  0 693284 11795204  14732 45699120    8    0 14340     0 5116 7637  4  0 95  1  0  0
 1  0 693280 11776992  14744 45713428   32    0 14024    80 5183 7602  4  0 95  1  0  0
 1  0 693280 11748136  14744 45727280    0    0 13764     0 4989 7403  4  0 95  1  0  0
 1  0 693280 11729780  14744 45741312    8    0 14092     0 5294 7560  4  0 95  1  0  0
 1  0 693280 11709048  14744 45755868   16    0 14436     0 5026 7531  4  0 95  1  0  0
 1  0 693272 11679168  14744 45769976    8    0 13736     0 6177 7373  3  0 95  1  0  0
 0  1 693272 11678660  14752 45773956    0    0  3888    48 3540 2479  4  0 95  1  0  0
 1  0 693264 11663224  14752 45784084   12    0 10112     0 4244 5461  3  0 95  2  0  0
 1  0 693252 11638180  14752 45797672   28    0 13600     0 5377 7376  3  0 95  1  0  0
 2  0 693252 11623040  14752 45811436    0    0 14052     0 5801 7497  3  0 95  2  0  0
 1  0 693228 11597284  14752 45825808   44    0 14044     0 5229 7492  4  0 95  1  0  0
 0  0 693220 11588856  14760 45837984   24    0 11924    48 4959 6646  4  0 95  1  0  0
 0  2 692972 11571504  14764 45850836  680    0 14200     0 4373 5728  4  0 95  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 691952 11540960  14764 45862736 1864    0 12984     0 5798 5807  3  0 95  2  0  0
 1  0 691952 11520988  14764 45876828    0    0 13904     0 8361 7434  2  0 95  3  0  0
 1  0 691940 11494120  14764 45890288   12    0 13460     0 4920 7173  4  0 95  1  0  0
 1  0 691936 11485044  14764 45903396    4    0 12960     0 4963 7011  4  0 95  1  0  0
 0  1 691936 11473160  14772 45912148    0    0  8932    52 3910 5034  4  0 95  1  0  0
 0  1 691936 11458464  14772 45920868    0    0  8548     0 3663 4727  4  0 95  1  0  0
 1  0 691936 11438492  14772 45931200    0    0  9892     0 3980 5369  4  0 95  1  0  0
 0  1 691924 11434584  14772 45940892   16    0  9688     0 5822 5206  0  1 95  4  0  0
 1  0 691920 11424168  14772 45944952   28    0  3988     0 3279 2468  3  0 95  2  0  0
 1  0 691920 11403220  14780 45957996    0    0 13184    48 7509 7131  2  0 95  3  0  0
 0  1 691920 11402964  14780 45960404    0    0  2136     0 2562 1543  4  0 95  1  0  0
 1  0 691920 11389328  14780 45972240    0    0 11856     4 7009 6291  1  0 95  3  0  0
 0  1 691900 11384500  14780 45975816   24    0  3440     0 3288 2355  3  0 95  2  0  0
 1  0 691900 11368372  14780 45985544    0    0  9892     0 6099 5341  2  0 95  3  0  0
 0  1 691900 11366544  14788 45990696    4    0  5012    48 3789 3110  3  0 95  2  0  0
 1  0 691676 11342084  14788 46003364 4304    0 16696     0 6115 5884  1  1 95  3  0  0
 1  0 691396 11307056  14792 46023796 9408    0 30252    40 8338 11099  4  1 94  2  0  0
 0  1 691388 11305952  14792 46030412    4    0  6080     0 3484 3589  4  0 95  1  0  0
 1  0 691368 11296092  14792 46037292   48    0  6904     0 4610 3915  2  0 95  3  0  0
 2  0 691368 11275932  14800 46050080    0    0 13124   152 4859 7037  4  0 95  1  0  0
 1  0 691368 11260696  14800 46063556    4    0 12992     0 4930 7002  4  0 95  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 691348 11230268  15592 46083428  196    0 21032     0 5228 7277  4  0 95  1  0  0
 1  0 691348 11228488  15592 46091224    0    0  7136     0 3405 4034  4  0 95  1  0  0
 1  0 691348 11214976  15592 46097648    0    0  6340     0 3287 3638  5  0 95  0  0  0
 1  0 691348 11195200  15600 46110624    0    0 13200    68 6607 7037  2  0 95  2  0  0
 1  0 691348 11168472  15600 46123868    0    0 13440     0 7340 7260  3  0 95  2  0  0
 0  1 691348 11159152  15608 46130140    0    0  5988   228 3024 3478  5  0 95  1  0  0
 1  0 691336 11147236  15608 46137648   16    0  7208     0 3229 4005  4  0 95  1  0  0
 1  0 691336 11128800  15608 46150456   12    0 12556     0 5907 6861  3  0 95  2  0  0
 0  1 691336 11111856  15608 46160912    0    0 10368     0 6715 5685  2  0 95  3  0  0
 1  0 691336 11106872  15608 46163584    0    0  2648     0 2672 1919  5  0 95  0  0  0
 1  0 691328 11088828  15616 46176472   28    0 12808    48 4549 6797  4  0 95  1  0  0
 1  0 691328 11081016  15616 46189260    0    0 12684     0 4852 6806  3  1 95  1  0  0
 1  0 691328 11069400  15616 46201648    0    0 12504     0 4692 6747  3  1 95  1  0  0
 1  0 691328 11049336  15616 46214276    4    0 12760     0 4747 6926  3  2 95  1  0  0
 1  0 691328 11033424  15616 46227276    0    0 12732     0 4721 6831  3  1 95  1  0  0
 0  1 691328 11033388  15616 46229068    0    0  1584     0 2052 1336  3  2 95  0  0  0
 1  0 691328 11017512  15624 46239672    0    0 10424    48 3984 5655  3  2 95  1  0  0
 1  0 691304 11009700  15624 46252184   72    0 12812     0 5462 6891  2  1 95  2  0  0
 1  0 691304 10993896  15624 46264052   12    0 11912     0 6268 6501  2  1 95  2  0  0
 1  0 691304 10993824  15624 46269024    4    0  4800     0 2892 2852  3  2 95  0  0  0
 1  0 691304 10986012  15624 46277260    4    0  8244     0 3249 4204  3  2 95  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 691304 10970136  15632 46290284   20    0 12536    76 4919 6817  3  2 95  1  0  0
 1  0 691300 10960928  15632 46303568   28    0 13820     0 4730 6759  3  1 95  1  0  0
 1  1 691300 10950460  15632 46311388   40    0  7596     0 4410 3964  2  1 95  2  0  0
 2  0 691296 10944284  15632 46317452   20    0  5884     0 4082 3360  2  1 95  2  0  0
 2  0 691288 10932668  15632 46329772   16    0 12208     0 7705 6624  2  1 95  2  0  0
 0  1 691284 10928408  15640 46330464    8    0   472   100 1987  772  3  2 95  0  0  0
 1  0 691284 10912532  15640 46342216    8    0 11652     0 7262 6254  2  2 95  2  0  0
 1  0 691272 10903448  15640 46355824   24    0 13536     0 4968 6901  3  2 95  1  0  0
 1  0 691272 10886976  15640 46367524    0    0 12144     0 4758 6568  3  1 95  1  0  0
 0  1 691268 10886592  15640 46369588    4    0  1684     0 1954 1294  3  2 95  0  0  0
 1  0 691268 10878780  15648 46380336    0    0 10500    84 3983 5687  3  2 95  1  0  0
 1  0 691268 10862904  15648 46391956    0    0 11524     0 4547 6295  3  1 95  1  0  0
 1  0 691268 10855092  15648 46403900    0    0 12000     0 4614 6508  3  1 95  1  0  0
 1  0 691268 10847280  15648 46416200    0    0 12240     0 5512 6548  3  1 95  1  0  0
 0  1 691268 10847280  15648 46416524    0    0   120    88 1501  532  3  2 95  0  0  0
 1  0 691268 10831476  15656 46428060    0    0 11884    48 6885 6373  2  1 95  2  0  0
 0  1 691268 10815156  15656 46439452    0    0 11228     0 6791 6162  2  1 95  2  0  0
 1  0 691260 10814772  15656 46440548   28    0   748     0 1714  810  3  2 95  0  0  0
 1  0 691260 10810992  15656 46452004    0    0 11784     0 5375 6401  2  1 95  2  0  0
 1  0 691260 10795224  15656 46463588    0    0 11560     0 5762 6369  2  1 95  1  0  0
 1  0 691260 10795116  15664 46464080    0    0     0    48 1717  542  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 691256 10787340  15664 46475628    4    0 11700     0 4327 6228  2  2 95  1  0  0
 2  0 691256 10779492  15664 46486940    0    0 11060     0 4605 5984  3  1 95  1  0  0
 1  0 691256 10767912  15664 46499020    0    0 12068     0 7648 6532  2  1 95  1  0  0
 1  0 691256 10759656  15664 46499188    0    0     0     0 1545  463  3  2 95  0  0  0
 1  0 691256 10751772  15672 46511048    0    0 11868    48 7184 6297  2  1 95  2  0  0
 0  1 691256 10748220  15672 46517248    0    0  6080     0 4457 3509  2  1 95  1  0  0
 1  0 691256 10735968  15672 46522916    4    0  5892     0 3513 3389  3  2 95  1  0  0
 1  0 691256 10727640  15672 46534688    0    0 11792     0 4603 6393  3  1 95  1  0  0
 1  0 691256 10715964  15672 46546580    0    0 11612     0 4466 6258  2  2 95  1  0  0
 0  1 691252 10708164  15680 46554080    4    0  7508    48 3504 4375  3  1 95  1  0  0
 1  0 691252 10703892  15680 46558716    0    0  4320     0 2464 2574  3  2 95  0  0  0
 1  0 691236 10692048  15680 46570292   20    0 11504     0 4431 6197  3  1 95  1  0  0
 1  0 691236 10680468  15680 46581848    0    0 11684     0 4456 6298  3  2 95  1  0  0
 1  1 691236 10670556  15680 46592900    0    0 10816     0 4355 5947  3  1 95  1  0  0
 1  0 691236 10668360  15680 46593864    0    0   884     0 1639  876  3  2 95  0  0  0
 1  0 691236 10652232  15688 46605840    0    0 11876    84 4631 6445  3  1 95  1  0  0
 1  1 690808 10644684  15688 46617336   84    0 11588     0 4629 6323  3  2 95  1  0  0
 1  0 690804 10628652  15688 46628628  416    0 11896     0 4714 6448  3  1 95  1  0  0
 1  0 690800 10628544  15688 46629004    4    0     4     0 1422  394  3  2 95  0  0  0
 1  0 690800 10624764  15688 46640444    0    0 11352     0 5045 6117  3  1 95  1  0  0
 1  0 690800 10611192  15696 46651812    0    0 11532    88 6728 6277  2  1 95  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 690800 10611156  15696 46652064    0    0     0     0 1339  404  3  2 95  0  0  0
 2  0 690800 10586964  15696 46662916    0    0 10988     0 5977 6006  2  1 95  2  0  0
 0  1 690800 10585956  15696 46665088    0    0  1936     0 2365 1418  3  1 95  1  0  0
 1  0 690736 10570836  15696 46674828    0    0  9668     0 6234 5264  2  2 95  2  0  0
 1  0 690736 10566840  15704 46686516    0    0 11936    88 5650 6477  3  2 95  1  0  0
 0  1 690736 10564968  15704 46689728    0    0  2920     0 2245 1942  3  1 95  0  0  0
