procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 473836 7282144  30120 90072576    0  104  3752   104 4777 2400  0 12 88  0  0  0
 3  0 473860 7281700  30120 89450660    0  204     0   204 3248  431  0 10 90  0  0  0
 2  0 474032 7282080  30120 88826636    0  144     0   144 3370  420  0 10 90  0  0  0
 3  0 474184 7281788  30120 88214860  176  236  1404   236 4762 1232  0 11 89  0  0  0
 3  0 474276 7282036  30076 87606296  160 1076   888  1124 4342  850  0 11 89  0  0  0
 2  0 474564 7281856  30076 87003552    0  416     0   416 3296  491  0 10 89  0  0  0
 2  0 474888 7281864  30076 86401584   40  236   852   236 4200  892  0 11 89  0  0  0
 2  0 475272 7308420  30076 85801044    0  340     4   340 3644  467  0 10 89  0  0  0
 2  0 475356 7586980   6252 85437608 2472  256  4808   256 4400 2105  0  8 92  0  0  0
 3  0 475388 7599308   6244 85348580   12   16    12    16 4368  864  0  4 95  0  0  0
 4  0 475388 37987984   6868 85009904   32    0   896    52 5449  915  0  7 92  0  0  0
 5  0 613824 30239476   6848 84843968  656 138472  1056 138580 4892  898  0 10 90  0  0  0
 6  0 613776 20079844   9344 84843032  780    0  3404     0 2895  968  0  6 93  0  0  0
 5  0 613760 10273660   9344 84843212   56    0   236     0 2086  499  0  5 95  0  0  0
 2  0 614468 7281444   9312 84388168    4  720  1948   872 3758  698  0  9 91  0  0  0
 2  0 613716 7281312   9260 82954904 1536  688 10156   688 6025 3003  0 11 88  1  0  0
 2  0 613828 7281496   9236 82280720   48  380    48   444 4354  798  0 11 89  0  0  0
 2  0 614512 7281836   9220 81630236    8  664     8   664 3681  453  0 11 89  0  0  0
 3  0 615504 7281084   9172 80997888   24  388   144   388 3717  684  0 10 89  0  0  0
 2  0 617156 7281492   9172 80355144    4 1392     4  1392 3292  440  0 10 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 617388 7282696   9172 79706912   32  596    32   596 3673  566  0 11 89  0  0  0
 2  0 617568 7282040   9180 79105024   44  568   196   612 3747  748  0 11 89  0  0  0
 2  0 617584 7282148   9180 78488460   12  192    12   192 3700  538  0 11 89  0  0  0
 2  0 617564 7281580   9180 77874524   24    0  1292     0 3756  537  0 11 89  0  0  0
 3  0 617316 7281408   9180 77261116  344    0  2580     0 4321 1273  0 11 89  0  0  0
 2  0 617300 7282008   9168 76650928    4    0     4     0 3451  519  0 10 89  0  0  0
 2  0 617264 7282256   9168 76077340  324   28  1432    28 3906  828  0 11 89  0  0  0
 2  0 617408 7282084   9176 75630972  132  224   636   272 4171  904  0 11 89  0  0  0
 2  0 617392 7281316   9172 75156648   24    0    24     0 3991  659  0 11 89  0  0  0
 2  0 617364 7281908   9160 74610192   28    0   104     0 3832  586  0 10 89  0  0  0
 2  0 617348 7281408   9160 73979748   16    0   204     0 4525  750  0 11 89  0  0  0
 2  0 617348 7282456   9160 73345352    0    0     0     0 3251  442  0 10 90  0  0  0
 3  0 617224 7283344   9168 72788680 1164    0  8844    44 4090 1339  0 12 88  0  0  0
 4  0 617096 7282656   9448 72187140 1240    0 15456     0 5177 1663  0 12 88  0  0  0
 2  0 617792 7281504   9556 71520628 2856 2120 13912  2432 7145 2452  0 12 88  0  0  0
 2  0 617464 7281480   9564 70913304  996 1640  2664  1640 4239  909  0 11 89  0  0  0
 2  0 617464 7281768   9572 70296504    0    0     8     0 3557  585  0 10 89  0  0  0
 2  0 617464 7282312   9580 69668428    0    0     0    92 3147  458  0 10 89  0  0  0
 2  0 617444 7281952   9576 69016156   44    0  1452     0 3446  693  0 11 89  0  0  0
 3  0 617432 7281928   9564 68368308   92    0    92     0 3570  617  0 11 89  0  0  0
 2  0 617412 7283176   9564 67761060   96    0   116     0 3422  655  0 11 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 617412 7282280   9564 67147180    0    0     0     0 3461  628  0 10 89  0  0  0
 3  0 617408 7281908   9528 66480416    8    0     8    44 3521  684  0 10 89  0  0  0
 2  0 617400 7282248   9520 65859408    8    0     8     0 3321  461  0 11 89  0  0  0
 2  0 617376 7282388   9520 65238248    8    0   136     0 3372  567  0 10 89  0  0  0
 2  0 617372 7283040   9520 64619700   16    0  2084     0 3178  519  0 11 89  0  0  0
 2  0 617372 7282280   9520 63998584    0    0   256     0 3688  635  0 11 89  0  0  0
 2  0 617256 7283044   6384 63336492  332   44   336    44 3661  819  0 11 89  0  0  0
 4  0 617284 7281076   6172 62994068    4   48     4    96 3714  572  0 11 89  0  0  0
 7  0 618936 7280500   6172 62994068    0 1688     0  1688 7986 1143  0 28 72  0  0  0
 2  0 619968 7282912   2704 62723716  120 1044   288  1044 7004  809  0 16 84  0  0  0
 2  0 619964 7283464   2704 61887248    4    0     4     0 3373  495  0 10 89  0  0  0
 2  0 619964 7288484   2700 61003496    0    0     0     0 3514  657  0 10 90  0  0  0
 2  0 619964 7282036   2704 60173936    0    0  2120    44 4505  741  0 10 89  0  0  0
 2  0 619828 7281768   2712 59346856 1324    0  1544     0 5013 1222  0 11 89  0  0  0
 2  0 619828 7278256   2712 58518672    0    0     0     0 3693  537  0 10 90  0  0  0
 2  0 619828 7280940   2856 57683296    0    0   184     0 4268  804  0 11 89  0  0  0
 2  0 619820 7278056   2856 56891272    4    0    44     0 4654  755  0 11 89  0  0  0
 2  0 698472 7282916   2788 56240916   20 77040    28 77412 5035  965  0 10 89  0  0  0
 2  1 704468 6751112   2792 55459508   36 6064    48  6064 2971  897  0 10 90  0  0  0
 4  0 704464 6993048   2872 54602500   36    0   124     0 5025  958  0 11 89  0  0  0
 2  0 704436 7510560   2872 53844728 1792    0  3820     0 4223 1408  0 10 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 704584 7977904   2872 53268148 1216  352 189964   352 7022 2437  0 10 90  0  0  0
 2  0 704584 7923552   2880 53328008    8    0 786460    76 18908 6829  3  8 89  0  0  0
 2  0 704576 7611276   2880 53640440    0    0 1075824     0 20739 7919  2  8 89  1  0  0
 1  0 704576 7068772   2880 54180748    0    4 960444     4 10455 5641  4  5 90  1  0  0
 2  0 704576 5885396   2884 55231340    8    0 1050528     0 13195 6012  4  7 89  0  0  0
 2  0 704572 4601796   2884 56514800    8    0 1283884     0 20033 6429  2  8 89  0  0  0
 2  0 704572 4318872   2892 56793640    0    0 278432    44 9102 6138  5  2 93  0  0  0
 2  0 704572 3469868   2892 57642376    0    0 848800     0 13525 6025  4  3 93  0  0  0
 2  0 705916 2589760   2592 58680148   16 4028 1456680  4028 15656 5529  3  8 89  0  0  0
 2  0 707792 2590572   2548 58681876   12 2212 84704  2212 4163 1098  0 12 87  0  0  0
 2  0 707832 2748008   2552 58521292   32   24 54044    24 6461 3192  2 11 87  0  0  0
 2  0 707828 3118152   2556 58147044    4    0 212724     0 9384 7134  5  6 89  0  0  0
 2  0 707824 3129860   2564 58135220   28    0 571936    44 11155 7916  5  7 88  0  0  0
 2  0 707824 2599416   2564 58665216    0    0 1174728     0 14443 7803  4  8 88  0  0  0
 3  0 710328 2800396   2548 58479596   84 7916 404404  7916 9860 3998  2  9 89  0  0  0
 3  0 710328 4168868   2544 57111024    4    0 209232     0 9680 6761  5  6 88  0  0  0
 3  0 710328 4134600   2520 57142196    4    0 561348     0 12206 8015  5  7 89  0  0  0
 2  0 710324 4456680   2516 56817900   20    0 254304    48 10881 8533  5  7 88  0  0  0
 2  0 710320 3856844   5884 57412908   12    0 874840     0 11918 8670  4  4 91  0  0  0
 2  0 710328 4017644   5884 57257576    0   40 241408    40 7888 6452  5  5 89  0  0  0
 2  0 710324 3862000   5888 57419796   12   16 901860    16 10502 5635  3  8 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 710420 3898420   5864 57382696   24  356 809836   356 8072 4106  0 10 90  0  0  0
 2  0 710436 4257496   5872 57017516    0   44 290644    88 10388 8703  5  7 88  0  0  0
 2  0 710436 4573252   5872 56699120    0    0 301748     0 11415 9477  5  6 89  0  0  0
 2  0 710436 4756292   5872 56516932    0    0 488348     0 11729 8900  5  7 88  0  0  0
 3  0 710456 4784588   5872 56483480  116  292 512728   292 9805 8507  5  6 89  0  0  0
 2  0 710452 4491908   5872 56775916   52    0 292420     0 6537 6456  5  2 93  0  0  0
 1  0 710424 4240788   5876 57023904   48    0 248260    24 6164 5937  5  1 93  0  0  0
 2  0 710420 3889100   6412 57392076   68    0 596148    52 7537 6158  3  5 92  0  0  0
 3  0 710420 4173708   6412 57104580    0    0 383568     0 9874 7170  3  8 89  0  0  0
 2  0 710420 4584824   6412 56690352    0    0 191272     0 12452 13659  5  6 89  0  0  0
 2  0 710412 4474876   6412 56797960   12    0 714340     0 12671 11385  5  7 89  0  0  0
 2  0 710412 4730044   6412 56540840   16    0 362736    56 10319 9661  5  6 89  0  0  0
 2  0 709884 5089792   6420 56169800 7152    0 234848    52 12834 12994  5  6 88  0  0  0
 2  0 709884 5162440   6420 56094108    0    0 541940     0 12948 9683  5  7 89  0  0  0
 3  0 709860 5569464   6716 55687196  340    0 204416     0 13988 12091  5  6 88  0  0  0
 3  0 708888 5803708  14200 55392528 1624    0 337368     0 22683 12709  9  8 83  0  0  0
 3  0 708892 5846888   7292 55343564  148  612 263440   624 19820 13379  8  6 86  0  0  0
 2  0 708884 4823220   9132 56283440   48    0 941556   752 22974 16611  6  7 87  0  0  0
 2  0 708852 4665024   7556 56543016   24    4 271760   948 11289 8671  7  3 90  0  0  0
 3  0 709128 5139924  12432 56113324 1328  540 164728   540 10558 4105  1 18 81  0  0  0
 3  0 709216 5760228  12488 55494212   16 1572 54420  1572 9156 1500  0 18 82  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 709216 6384212  12560 54869728   36    0 58988     0 8643 1624  0 18 82  0  0  0
 4  0 709212 6969132  11640 54285664    0    0 72631  2876 7486 1548  0 17 82  1  0  0
 4  0 709212 7282928  11644 53971220   12    0 338980     4 7772 1818  1 16 83  0  0  0
 4  0 709212 7498072  11896 53715256   12    0 294920     0 37621 61102  9  9 83  0  0  0
 3  0 709144 7770240   8500 53360796  276  240 199380   240 32710 51972 10  7 83  0  0  0
 3  0 709200 7358544   9148 53850512    4  380 1012048 37124 21886 20537  7  9 83  1  0  0
 3  0 709200 7617232   9164 53535692    0    0 295424 60684 12721 6912 10  7 84  0  0  0
 4  0 709200 8080892   9224 53064312   28    0 189596 60916 11804 7393 10  6 83  0  0  0
 3  0 709200 7729296  10068 53510716   16    0 954384     0 13379 7014  9  7 84  0  0  0
 3  0 709196 8067504  10068 53111752    4    0 233532     0 13859 8888 10  7 83  0  0  0
 2  0 709004 8665816  10392 52583128 1804    0 108036  2608 12560 8653  6  7 88  0  0  0
 1  0 709000 8176556  10392 53072320    0    0 1038704     0 11384 6672  4  6 90  0  0  0
 3  0 708992 7586076  10392 53651028   16    0 579948     0 7032 6291  5  2 93  0  0  0
 3  0 708980 7211024  10392 53906196   12    0 254900     0 6651 6432  5  4 91  0  0  0
 2  0 708976 6751112   6496 54513480   12    0 890924     0 9054 7288  4  4 92  1  0  0
 2  0 708968 6813336   6432 54446876    8    0 231052    60 10977 7691  5  6 88  0  0  0
 2  0 708968 6772640   6432 54495984    0    0 582548     0 9272 6623  2  8 89  1  0  0
 2  0 709168 6982032   6388 54284984   72  624 332004   624 15804 20693  3  8 89  1  0  0
 2  0 709168 7396520   6388 53866780    0    0 207360     0 15911 20682  5  6 89  0  0  0
 4  0 709152 7442764   6392 53816572    8    0 424316     0 13431 14675  4  6 89  1  0  0
 4  0 709152 7746876   6392 53514492   32    0 163420     0 26534 42887  5  7 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 709148 8212124   6400 53048176   32    0 198832    44 10913 7925  5  6 88  0  0  0
 3  0 709148 8510356   6400 52750760    0    0 210188     0 9511 7007  5  7 88  0  0  0
 3  0 709148 9354000   6400 51906552    0    0 12032     0 7802 6981  5  6 89  0  0  0
 2  0 709148 10224160   6400 51035664    4    0     4     0 8934 6709  5  5 89  0  0  0
 2  0 709148 11079300   6400 50174224    0    0  2048     0 8859 6582  5  6 89  0  0  0
 2  0 709148 11947028   6408 49311828    0    0   340    44 8833 6935  5  6 89  0  0  0
 1  0 709136 12591704   6408 48667184   20    0 59836     0 7650 6169  5  5 90  0  0  0
 1  0 709132 12306696   6700 48946740    0    0 279864     0 6482 6265  5  2 93  0  0  0
 2  0 709132 12019960   6700 49231412    0    0 284744     0 7272 6952  5  2 93  0  0  0
 1  0 709128 11122268   6700 50127260   20    0 896576     0 8685 8149  3  3 94  1  0  0
 1  0 705796 10545304   6712 50699756 4124    0 576452    44 10827 10466  5  2 92  1  0  0
 2  0 705764 10255716   6720 50986216   12    0 286548     0 8209 7696  5  2 93  0  0  0
 1  0 705752 8497580   6720 52741632   64    0 1755580     0 11558 8139  4  2 94  0  0  0
 1  0 705748 8216460   6720 53021544    4    0 280188     0 7613 7321  5  2 93  0  0  0
 1  0 705748 7308648   6720 53927864    0    0 906688     0 9284 8183  4  2 94  1  0  0
 1  0 705744 7006748   6724 54229416    4    0 302056    36 7476 7260  5  2 93  0  0  0
 0  0 705728 6493896   6732 54741916   28    0 512612    68 7766 7328  5  2 93  0  0  0
 3  0 705724 6370536   6736 54887308    8    0 619048     0 12664 12528  4  6 90  1  0  0
 2  0 705716 6765624   6728 54493052    8    0 210952     0 24641 37947  5  6 88  0  0  0
 2  0 705716 6580884   6632 54678312   12    0 850088     0 16929 19451  4  7 89  1  0  0
 2  0 705716 6839932   6652 54417116    0    0 250196 124260 13541 14851  5  6 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 705716 7276408   6660 53978992    0    0 204804   204 9474 7001  5  6 88  0  0  0
 2  0 705700 7113416   6660 54143572   24    0 872632     0 11776 7713  3  7 89  1  0  0
 2  0 705700 7516180   6660 53739092    0    0 220928     0 10769 8071  5  6 89  0  0  0
 2  0 705696 7924528   6660 53330724    0    0 215552     0 10980 7980  5  6 89  0  0  0
 2  0 705692 7771988   6660 53479668    0    0 862384     0 11466 7602  3  7 89  1  0  0
 2  0 705668 8210920   6668 53040200   64    0 205888    48 9959 7055  5  6 89  0  0  0
 2  5 705520 8232816   6664 53014840 5072    0 574556     0 13242 10757  5  6 88  1  0  0
 2  0 705364 7628176   6664 53608784 3332    4 600064     4 8121 7741  4  2 93  1  0  0
 1  0 705364 7354272   6664 53881248    4    0 272900     0 6411 6275  5  2 93  0  0  0
 2  0 705364 6303612   6664 54802836   12    0 921532     0 8197 7561  3  3 92  1  0  0
 2  0 705364 6321324   6788 54931368    0    0 247728    44 10485 13909  5  3 92  0  0  0
 2  0 705452 6280280   5384 54977680    0  100 428668   100 7009 3515  2  9 89  0  0  0
 3  0 705524 6439412   3336 54818520   64  104 433876   508 20128 30978  2  9 89  0  0  0
 2  0 705520 6808408   3336 54446796    0    0 233900     0 16846 22215  5  6 88  0  0  0
 2  0 705520 7200720   3336 54052636    4    0 208132     0 10153 7939  5  6 89  0  0  0
 2  0 705508 6954580   3344 54297332   40    0 898776   112 13366 7566  4  7 89  0  0  0
 3  0 705504 7405508   3344 53844484   20    0 198932     0 10528 8142  5  6 89  0  0  0
 2  0 705504 7143960   3344 54106292    0    0 908932     0 11730 6734  4  7 89  0  0  0
 2  0 705504 7463680   3340 53785224    0    0 238172     0 11641 13364  5  6 88  0  0  0
 3  0 705504 7626144   3340 53623692    0    0 235384     0 16262 21826  5  6 88  0  0  0
 2  0 705740 7252076   3344 54008796   20  336 788344   380 10005 2600  1 10 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 705736 7670096   3344 53586780   16    0 216984     0 9543 7353  5  6 89  0  0  0
 2  0 705736 8051248   3344 53203584    0    0 217092     0 12167 8376  5  6 89  0  0  0
 1  0 705736 8119784   6432 53123008    0    0 242192     0 8857 6459  5  4 91  0  0  0
 3  0 705736 7188988   6444 53923740    8    0 800120     0 9214 6089  5  5 90  0  0  0
 5  0 705736 6897224   6452 54337392    0    0 414832    44 6501 5886  5  2 93  0  0  0
 2  0 705732 6694356   6452 54539648   12    0 202764     0 6720 5951  5  6 88  0  0  0
 2  0 705728 6922000   6440 54332288    0  532 216064   532 7583 6455  5  5 90  0  0  0
 3  0 705748 6802124   6856 54449016   32  432 566728   432 11654 7839  5  6 89  0  0  0
 2  0 705772 7274500   6832 54021576   48  716 354928   716 5265 1134  0 10 90  0  0  0
 3  0 695572 7300508   6512 53353076 24972   16 60480    88 9197 4979  1  8 90  0  0  0
 1  1 695540 7634160  11148 52769036 13560    0 283984     0 13636 9315  3  7 90  1  0  0
 0  1 695536 9495840  11572 50656572  336    0 466244     0 4162 4170  2  3 94  2  0  0
 0  1 695536 8978232  11572 51180700    0    0 524700     0 5321 4569  0  1 95  4  0  0
 0  1 695536 8460744  11572 51697792    4    0 516712     0 5368 4569  0  1 95  4  0  0
 1  0 695536 7997240  11580 52159256   12    0 461476    64 4807 4030  0  1 95  3  0  0
 0  1 695524 7785308  11580 52371780   20    0 212544     0 3429 2259  2  1 95  2  0  0
 0  1 695524 7296212  11580 52860432    0    0 488716     0 5089 4309  0  1 95  4  0  0
 0  1 695496 6530756  11580 53626904   48    0 766452     0 5190 6893  0  2 95  3  0  0
 1  0 695492 6355164  11580 53799924   80    0 173100     0 2865 1894  3  1 95  1  0  0
 0  1 695488 5867628  11588 54287200    4    0 487280    44 5054 4337  0  1 95  4  0  0
 0  1 695488 5384184  11588 54770624    0    0 483468     0 4957 4283  0  1 95  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 695480 4929344  11588 55223320    0    0 453060     0 3689 4190  2  1 95  2  0  0
 1  1 695504 4891536   3980 55299944    0  920 420456   960 4000 3976  2  2 94  2  0  0
 0  1 695744 5041020   3560 55149796    0 1616 608492  1616 5819 5574  0  4 93  3  0  0
 1  0 695740 4792044   3576 55391584    8    0 241764    80 3305 2457  3  1 95  2  0  0
 2  0 695740 4430832   3684 55758956   52    8 650064   152 5293 6225  1  3 94  3  0  0
 1  0 696128 5307768   3336 54879780   24 2300 518960  2300 4639 4754  2  6 90  2  0  0
 0  1 696124 4741892   3336 55312060    4    0 432092     0 4006 4002  2  2 94  2  0  0
 1  0 696124 6758844   3280 53424104    0    0 613280     0 4213 5634  1  2 95  2  0  0
 0  1 696116 6156428   3288 53890944  124    0 467032    44 5127 4627  2  3 93  2  0  0
 0  1 696112 5623312   3288 54297404    0    0 406220     0 3862 3955  2  3 94  1  0  0
 0  1 696112 5058428   3288 54862908    0    0 565420     0 4952 5181  0  2 95  3  0  0
 2  0 696084 4835608   3288 54933780  188    0 71188     0 1803 1195  4  1 95  0  0  0
 1  0 696060 4779740   3288 54990116  152    0 56336     0 1718 1154  5  0 95  0  0  0
 1  0 696060 4746332   3296 55022552   84    0 32852    44 1634  933  5  0 95  0  0  0
